municipio,ano,target,cdd_6,cdd_9,prcptot_2,prcptot_3,precomediocafe,tnn_5,tnn_6,tnn_7,tnn_8,txx_11,txx_12,wd30_12,wd30_3,wd30_9,tmin2_8,wd30_11,txx_10,txx_9,txx_3,cdd_7,frost_8,wd30_2,prcptot_10,cdd_5,wd30_10,tmin2_6,prcptot_12,cdd_8,tmin2_7
Cambuquira,2013,1.2,11.0,19.0,102.5,170.62,172.1825,8.27,8.58,4.26,7.51,33.62,32.31,8.0,1.0,13.0,0.0,4.0,35.27,33.21,30.36,23.0,0.0,4.0,66.81,8.0,19.0,0.0,98.69,16.0,0.0
Cambuquira,2014,1.08,12.0,7.0,116.0,105.12,137.595,7.58,9.98,4.82,6.12,32.58,32.09,11.0,11.0,4.0,0.0,8.0,31.46,32.44,31.59,17.0,0.0,21.0,129.69,14.0,7.0,0.0,87.25,16.0,0.0
Cambuquira,2015,1.08,18.0,7.0,157.62,119.94,168.48333333333332,9.96,6.95,5.99,4.07,32.14,32.77,10.0,2.0,11.0,0.0,9.0,35.71,31.79,30.2,7.0,0.0,8.0,40.31,9.0,14.0,0.0,80.31,12.0,0.0
Cambuquira,2016,1.68,15.0,14.0,273.06,189.62,129.3216666666667,6.32,6.74,9.62,9.22,32.84,32.36,10.0,2.0,15.0,0.0,11.0,35.43,35.08,31.03,6.0,0.0,3.0,93.25,6.0,22.0,0.0,162.81,26.0,0.0
Cambuquira,2017,1.822314049586777,23.0,13.0,87.94,125.44,155.69750000000002,11.22,3.34,2.58,6.38,31.71,33.15,16.0,9.0,14.0,0.0,10.0,34.88,33.54,31.7,15.0,0.0,19.0,117.19,8.0,10.0,0.0,203.25,8.0,0.0
Cambuquira,2018,1.739898132427844,10.0,28.0,177.88,96.69,139.60083333333333,4.77,5.81,7.36,6.84,31.53,32.41,15.0,12.0,14.0,0.0,4.0,34.06,32.99,31.66,31.0,0.0,7.0,132.81,12.0,16.0,0.0,135.12,13.0,0.0
Cambuquira,2019,1.679869186046512,17.0,10.0,134.62,93.69,109.61,7.41,9.61,5.46,6.71,31.23,33.18,18.0,5.0,8.0,0.0,9.0,32.71,32.64,32.32,31.0,0.0,8.0,198.12,18.0,5.0,0.0,31.47,12.0,0.0
Cambuquira,2020,1.800145348837209,22.0,17.0,141.44,48.56,110.44833333333334,4.37,6.86,4.38,7.0,34.42,31.76,7.0,4.0,16.0,0.0,6.0,33.49,34.95,30.68,15.0,0.0,4.0,17.69,11.0,22.0,0.0,220.5,30.0,0.0
Cambuquira,2021,1.2,19.0,18.0,32.94,96.12,114.73333333333332,6.01,6.84,7.49,4.1,33.37,31.98,9.0,10.0,20.0,0.0,10.0,35.25,35.43,31.56,30.0,0.0,6.0,128.25,30.0,13.0,0.0,105.81,12.0,0.0
Cambuquira,2022,1.32,20.0,8.0,92.5,225.25,218.93666666666664,2.98,6.59,1.81,5.31,32.71,30.74,2.0,12.0,19.0,0.0,9.0,31.2,35.93,31.84,16.0,0.0,6.0,246.19,16.0,3.0,0.0,44.69,26.0,1.0
Campanha,2012,1.08,18.0,12.0,90.56,82.25,255.14083333333332,8.27,2.76,4.18,2.78,29.63,30.35,4.0,8.0,10.0,0.0,0.0,33.36,32.64,32.65,16.0,0.0,9.0,171.19,9.0,7.0,0.0,90.12,15.0,0.0
Campanha,2013,1.32,11.0,19.0,102.5,170.62,172.1825,8.08,8.55,4.43,7.48,33.16,31.98,10.0,3.0,11.0,0.0,3.0,34.95,33.18,30.14,23.0,0.0,7.0,66.81,8.0,18.0,0.0,98.69,16.0,0.0
Campanha,2014,0.96,12.0,7.0,116.0,105.12,137.595,7.72,9.49,4.62,5.79,32.51,31.94,7.0,10.0,4.0,0.0,7.0,31.26,32.24,31.52,17.0,0.0,20.0,129.69,14.0,7.0,0.0,87.25,16.0,0.0
Campanha,2015,1.021304347826087,18.0,7.0,157.62,119.94,168.48333333333332,9.62,7.03,5.84,4.22,32.02,32.67,9.0,1.0,11.0,0.0,9.0,35.74,31.78,30.13,7.0,0.0,7.0,40.31,9.0,14.0,0.0,80.31,12.0,0.0
Campanha,2016,1.5,15.0,14.0,273.06,189.62,129.3216666666667,5.68,6.46,9.0,8.88,32.67,32.24,12.0,2.0,14.0,0.0,12.0,35.51,34.88,30.88,6.0,0.0,8.0,93.25,6.0,23.0,0.0,162.81,26.0,0.0
Campanha,2017,1.883777239709443,23.0,13.0,87.94,125.44,155.69750000000002,11.02,3.01,2.11,5.77,31.48,32.99,13.0,7.0,12.0,0.0,10.0,34.51,33.29,31.42,15.0,0.0,18.0,117.19,8.0,9.0,0.0,203.25,8.0,0.0
Campanha,2018,1.8,10.0,28.0,177.88,96.69,139.60083333333333,4.76,5.54,6.93,6.57,31.28,32.2,14.0,11.0,12.0,0.0,3.0,33.92,32.81,31.24,31.0,0.0,6.0,132.81,12.0,15.0,0.0,135.12,13.0,0.0
Campanha,2019,1.506616257088847,17.0,10.0,134.62,93.69,109.61,7.25,9.45,5.08,6.15,30.92,32.81,17.0,5.0,6.0,0.0,4.0,32.38,32.27,32.33,31.0,0.0,8.0,198.12,18.0,4.0,0.0,31.47,12.0,0.0
Campanha,2020,1.683393070489845,22.0,17.0,141.44,48.56,110.44833333333334,4.51,6.51,4.2,6.79,34.27,31.59,7.0,3.0,16.0,0.0,6.0,33.28,34.63,30.43,15.0,0.0,3.0,17.69,11.0,20.0,0.0,220.5,30.0,0.0
Campanha,2021,1.325757575757576,19.0,18.0,32.94,96.12,114.73333333333332,6.0,6.98,7.23,4.12,33.51,31.89,9.0,10.0,20.0,0.0,9.0,35.14,35.31,31.48,30.0,0.0,6.0,128.25,30.0,13.0,0.0,105.81,12.0,0.0
Campanha,2022,1.266469038208169,20.0,8.0,92.5,225.25,218.93666666666664,2.7,6.19,1.77,5.59,33.06,31.05,3.0,12.0,20.0,0.0,10.0,31.2,35.71,31.71,16.0,0.0,7.0,246.19,16.0,3.0,0.0,44.69,26.0,2.0
Careacu,2012,1.5,18.0,12.0,98.19,78.75,255.14083333333332,7.26,1.43,4.32,3.25,30.48,31.36,9.0,13.0,9.0,0.0,1.0,34.01,32.63,32.93,16.0,0.0,14.0,209.94,9.0,4.0,1.0,101.44,15.0,0.0
Careacu,2013,1.379824561403509,11.0,19.0,138.38,198.44,172.1825,6.97,7.78,3.93,4.74,33.6,32.99,22.0,10.0,15.0,0.0,10.0,35.2,33.78,31.62,23.0,0.0,17.0,82.88,8.0,21.0,0.0,123.25,16.0,0.0
Careacu,2014,1.200351493848858,12.0,7.0,129.5,113.88,137.595,7.62,9.12,4.26,4.77,32.79,32.4,12.0,12.0,6.0,0.0,8.0,31.87,32.41,32.23,18.0,0.0,23.0,148.56,14.0,8.0,0.0,97.12,16.0,0.0
Careacu,2015,1.2,18.0,11.0,142.75,48.81,168.48333333333332,8.48,6.35,5.52,4.69,31.68,33.06,11.0,1.0,10.0,0.0,8.0,36.04,31.8,30.05,7.0,0.0,8.0,58.56,8.0,15.0,0.0,102.31,12.0,0.0
Careacu,2016,1.5,15.0,14.0,232.31,123.69,129.3216666666667,5.27,5.48,7.45,8.14,33.6,32.39,15.0,13.0,15.0,0.0,18.0,36.64,35.17,31.27,6.0,0.0,22.0,92.38,6.0,25.0,0.0,177.0,26.0,0.0
Careacu,2017,1.665540540540541,23.0,11.0,86.81,162.62,155.69750000000002,10.9,1.37,1.98,4.11,31.24,33.27,12.0,8.0,11.0,0.0,8.0,34.19,33.05,31.49,15.0,0.0,10.0,78.25,9.0,8.0,1.0,184.06,8.0,1.0
Careacu,2018,1.38,10.0,28.0,178.25,123.38,139.60083333333333,4.25,5.61,6.53,6.89,31.3,32.17,12.0,7.0,11.0,0.0,3.0,34.05,32.83,31.61,31.0,0.0,5.0,139.0,12.0,15.0,0.0,171.88,13.0,0.0
Careacu,2019,1.2,17.0,10.0,132.0,115.25,109.61,7.59,9.56,4.55,5.86,31.01,32.4,16.0,6.0,5.0,0.0,4.0,32.05,32.23,32.47,31.0,0.0,10.0,323.69,13.0,3.0,0.0,42.19,12.0,0.0
Careacu,2020,1.320454545454546,22.0,17.0,176.44,48.12,110.44833333333334,4.1,6.83,3.72,6.85,34.77,32.02,8.0,4.0,13.0,0.0,8.0,33.8,34.35,30.64,15.0,0.0,4.0,29.19,11.0,19.0,0.0,221.56,22.0,0.0
Careacu,2021,1.2,19.0,18.0,42.06,111.5,114.73333333333332,5.77,6.74,6.47,4.02,33.67,31.52,8.0,12.0,20.0,0.0,9.0,35.51,35.48,31.6,30.0,0.0,6.0,138.56,21.0,12.0,0.0,103.38,12.0,0.0
Careacu,2022,1.2,14.0,9.0,108.12,174.5,218.93666666666664,2.73,5.62,1.42,5.76,33.79,31.58,5.0,14.0,20.0,0.0,12.0,31.09,35.65,31.79,15.0,0.0,7.0,248.0,14.0,5.0,0.0,30.19,27.0,1.0
Carmo_da_Cachoeira,2012,1.32,18.0,13.0,91.62,54.56,255.14083333333332,8.89,3.78,5.25,3.67,30.27,30.5,5.0,11.0,12.0,0.0,2.0,33.87,33.23,33.16,16.0,0.0,12.0,128.31,9.0,7.0,0.0,94.62,17.0,0.0
Carmo_da_Cachoeira,2013,1.38,11.0,18.0,65.56,102.81,172.1825,8.96,9.33,4.99,8.35,33.73,32.53,17.0,7.0,13.0,0.0,8.0,35.39,33.44,30.91,23.0,0.0,13.0,38.31,24.0,20.0,0.0,93.69,31.0,0.0
Carmo_da_Cachoeira,2014,1.15,12.0,6.0,90.31,108.88,137.595,8.29,10.03,5.78,6.36,33.12,32.44,13.0,11.0,6.0,0.0,10.0,32.76,32.81,31.2,19.0,0.0,24.0,138.19,14.0,8.0,0.0,70.62,31.0,0.0
Carmo_da_Cachoeira,2015,1.26,21.0,11.0,146.5,115.06,168.48333333333332,10.78,8.92,7.95,5.8,32.63,32.56,12.0,4.0,11.0,0.0,12.0,36.1,32.78,30.91,7.0,0.0,12.0,29.56,13.0,16.0,0.0,74.19,17.0,0.0
Carmo_da_Cachoeira,2016,1.439969372128637,15.0,14.0,233.0,159.56,129.3216666666667,8.2,7.84,10.44,9.06,32.97,32.58,13.0,4.0,16.0,0.0,15.0,35.9,35.27,31.42,14.0,0.0,14.0,86.69,9.0,23.0,0.0,124.12,26.0,0.0
Carmo_da_Cachoeira,2017,1.734795613160518,23.0,24.0,72.0,64.69,155.69750000000002,11.56,4.79,3.81,6.93,32.0,33.14,14.0,11.0,17.0,0.0,11.0,35.32,34.07,31.64,15.0,0.0,17.0,119.81,9.0,12.0,0.0,163.62,8.0,0.0
Carmo_da_Cachoeira,2018,1.98,16.0,28.0,121.88,89.06,139.60083333333333,5.75,6.24,7.64,7.19,31.39,32.68,12.0,12.0,14.0,0.0,5.0,34.18,32.91,31.61,31.0,0.0,6.0,112.88,12.0,16.0,0.0,127.88,13.0,0.0
Carmo_da_Cachoeira,2019,1.619980970504282,17.0,10.0,173.0,125.88,109.61,7.48,9.73,6.43,7.28,30.97,33.34,18.0,7.0,8.0,0.0,6.0,32.81,32.65,32.6,31.0,0.0,9.0,126.06,27.0,4.0,0.0,45.5,15.0,0.0
Carmo_da_Cachoeira,2020,1.8,23.0,14.0,86.94,52.81,110.44833333333334,6.28,7.0,5.23,7.5,34.28,31.54,10.0,3.0,17.0,0.0,7.0,33.5,35.3,30.66,15.0,0.0,5.0,31.75,11.0,22.0,0.0,194.62,30.0,0.0
Carmo_da_Cachoeira,2021,1.439980158730159,23.0,18.0,29.94,60.06,114.73333333333332,7.29,8.36,9.18,5.72,33.77,32.45,10.0,11.0,21.0,0.0,12.0,36.42,35.61,31.67,30.0,0.0,7.0,125.56,30.0,15.0,0.0,85.38,13.0,0.0
Carmo_da_Cachoeira,2022,1.2,19.0,8.0,70.75,110.44,218.93666666666664,3.81,6.94,2.53,6.51,32.06,31.5,5.0,19.0,23.0,0.0,10.0,33.74,36.29,32.44,16.0,0.0,7.0,208.75,16.0,6.0,0.0,75.31,27.0,0.0
Carmo_de_Minas,2012,1.319910011248594,18.0,12.0,110.31,80.69,255.14083333333332,7.46,2.06,2.18,1.9,30.39,31.8,7.0,9.0,12.0,1.0,3.0,34.03,33.9,32.8,16.0,0.0,14.0,220.25,9.0,8.0,0.0,109.62,15.0,0.0
Carmo_de_Minas,2013,1.739927623642943,11.0,19.0,162.88,201.44,172.1825,6.58,7.34,3.83,6.53,32.02,32.41,21.0,6.0,11.0,0.0,6.0,35.08,33.29,31.34,23.0,0.0,16.0,95.44,8.0,19.0,0.0,160.25,16.0,0.0
Carmo_de_Minas,2014,0.9001494768310911,12.0,7.0,202.62,135.25,137.595,5.92,8.72,2.12,4.64,32.51,32.34,6.0,12.0,6.0,0.0,7.0,31.62,32.17,31.97,18.0,0.0,22.0,171.56,14.0,7.0,0.0,100.88,31.0,0.0
Carmo_de_Minas,2015,1.319893190921228,13.0,11.0,139.88,44.06,168.48333333333332,8.07,5.11,4.56,1.83,32.43,33.03,12.0,1.0,9.0,1.0,9.0,35.98,32.22,30.01,7.0,0.0,8.0,68.0,9.0,15.0,0.0,101.31,12.0,0.0
Carmo_de_Minas,2016,1.5,15.0,14.0,229.19,87.75,129.3216666666667,5.78,4.11,8.46,8.02,32.97,31.96,12.0,9.0,12.0,0.0,10.0,35.17,34.92,30.66,6.0,0.0,17.0,90.44,6.0,22.0,0.0,196.44,26.0,0.0
Carmo_de_Minas,2017,1.380040322580645,23.0,11.0,94.31,177.62,155.69750000000002,10.23,0.76,2.06,4.96,31.9,33.23,16.0,8.0,12.0,0.0,9.0,34.74,33.13,31.89,15.0,0.0,19.0,60.19,9.0,10.0,1.0,169.56,8.0,0.0
Carmo_de_Minas,2018,1.56,10.0,16.0,172.56,139.94,139.60083333333333,3.01,4.83,5.8,5.35,31.38,32.3,13.0,15.0,15.0,0.0,5.0,34.01,33.22,31.9,31.0,0.0,6.0,146.62,12.0,14.0,0.0,189.38,13.0,0.0
Carmo_de_Minas,2019,1.5,17.0,10.0,129.06,112.75,109.61,6.19,7.77,3.28,5.05,31.19,33.43,17.0,8.0,9.0,0.0,6.0,32.44,32.89,32.55,31.0,0.0,11.0,351.5,8.0,4.0,0.0,44.38,12.0,0.0
Carmo_de_Minas,2020,1.74,22.0,17.0,194.94,46.44,110.44833333333334,3.2,6.14,1.98,5.39,34.6,31.99,12.0,8.0,13.0,0.0,6.0,33.54,34.71,31.55,15.0,0.0,7.0,30.19,11.0,20.0,0.0,223.81,23.0,1.0
Carmo_de_Minas,2021,1.38,19.0,18.0,51.81,118.31,114.73333333333332,5.1,4.87,5.36,2.42,33.08,31.48,9.0,10.0,21.0,0.0,10.0,35.19,35.58,31.74,30.0,0.0,9.0,146.25,21.0,12.0,0.0,99.44,12.0,0.0
Carmo_de_Minas,2022,1.14,20.0,9.0,110.5,141.62,218.93666666666664,2.63,5.36,0.8,2.84,32.1,30.14,1.0,12.0,17.0,0.0,6.0,31.14,36.22,31.63,15.0,0.0,5.0,244.06,14.0,3.0,0.0,30.44,27.0,3.0
Carrancas,2012,1.683333333333333,18.0,13.0,91.62,54.56,255.14083333333332,8.63,3.49,4.61,3.2,29.34,29.72,0.0,4.0,9.0,0.0,0.0,32.49,31.76,31.29,16.0,0.0,10.0,128.31,9.0,3.0,0.0,94.62,17.0,0.0
Carrancas,2013,1.9,11.0,18.0,65.56,102.81,172.1825,7.94,8.26,4.05,7.3,32.22,31.91,11.0,3.0,8.0,0.0,3.0,34.18,32.29,30.45,23.0,0.0,12.0,38.31,24.0,13.0,0.0,93.69,31.0,0.0
Carrancas,2014,1.0,12.0,6.0,90.31,108.88,137.595,6.77,9.24,6.01,6.19,31.96,31.15,5.0,0.0,3.0,0.0,4.0,31.38,31.64,29.68,19.0,0.0,21.0,138.19,14.0,4.0,0.0,70.62,31.0,0.0
Carrancas,2015,0.7,21.0,11.0,146.5,115.06,168.48333333333332,9.83,7.58,6.67,4.22,30.92,31.77,9.0,0.0,3.0,0.0,4.0,34.87,31.15,29.79,7.0,0.0,6.0,29.56,13.0,10.0,0.0,74.19,17.0,0.0
Carrancas,2016,1.2,15.0,14.0,233.0,159.56,129.3216666666667,8.61,6.76,8.61,8.04,32.11,31.58,9.0,2.0,12.0,0.0,9.0,34.64,33.96,30.46,14.0,0.0,10.0,86.69,9.0,16.0,0.0,124.12,26.0,0.0
Carrancas,2017,1.958333333333333,23.0,24.0,72.0,64.69,155.69750000000002,10.31,4.72,4.27,6.1,30.83,32.02,12.0,5.0,6.0,0.0,3.0,34.23,32.84,30.6,15.0,0.0,7.0,119.81,9.0,8.0,0.0,163.62,8.0,0.0
Carrancas,2018,1.5,16.0,28.0,121.88,89.06,139.60083333333333,3.75,5.95,6.56,6.25,30.46,31.25,6.0,7.0,3.0,0.0,2.0,32.94,31.38,31.14,31.0,0.0,1.0,112.88,12.0,9.0,0.0,127.88,13.0,0.0
Carrancas,2019,1.875,17.0,10.0,173.0,125.88,109.61,6.65,8.68,6.04,5.64,29.87,32.18,12.0,3.0,3.0,0.0,0.0,31.45,31.24,31.39,31.0,0.0,8.0,126.06,27.0,3.0,0.0,45.5,15.0,0.0
Carrancas,2020,1.785714285714286,23.0,14.0,86.94,52.81,110.44833333333334,4.87,6.51,3.97,6.34,32.66,30.58,5.0,0.0,11.0,0.0,5.0,31.92,33.84,29.38,15.0,0.0,3.0,31.75,11.0,8.0,0.0,194.62,30.0,0.0
Carrancas,2021,1.214285714285714,23.0,18.0,29.94,60.06,114.73333333333332,6.78,6.47,7.76,4.38,31.07,31.09,5.0,3.0,14.0,0.0,5.0,34.44,33.84,30.25,30.0,0.0,2.0,125.56,30.0,12.0,0.0,85.38,13.0,0.0
Carrancas,2022,1.678571428571429,19.0,8.0,70.75,110.44,218.93666666666664,3.11,5.99,1.82,4.94,30.64,29.22,0.0,6.0,11.0,0.0,2.0,30.88,34.36,30.86,16.0,0.0,1.0,208.75,16.0,2.0,0.0,75.31,27.0,1.0
Carvalhopolis,2012,1.560182544209926,18.0,13.0,94.62,85.25,255.14083333333332,6.1,0.89,3.02,0.35,31.76,31.78,15.0,15.0,15.0,1.0,5.0,36.39,34.38,33.67,16.0,0.0,17.0,156.62,9.0,14.0,2.0,94.94,17.0,0.0
Carvalhopolis,2013,1.200228180262407,9.0,18.0,91.88,137.69,172.1825,6.61,7.66,2.8,5.41,34.06,33.59,25.0,11.0,19.0,0.0,11.0,35.58,34.77,32.43,23.0,0.0,19.0,57.94,16.0,25.0,0.0,106.88,16.0,0.0
Carvalhopolis,2014,1.380160197165742,12.0,6.0,113.81,102.44,137.595,7.23,7.86,4.55,4.3,34.05,36.4,20.0,13.0,9.0,0.0,17.0,33.88,33.42,33.1,17.0,0.0,24.0,125.81,14.0,11.0,0.0,91.69,16.0,0.0
Carvalhopolis,2015,1.440047961630695,18.0,6.0,156.0,129.44,168.48333333333332,9.64,6.63,5.44,5.34,33.1,33.59,14.0,9.0,13.0,0.0,11.0,36.94,33.38,32.12,7.0,0.0,17.0,44.75,9.0,18.0,0.0,84.25,17.0,0.0
Carvalhopolis,2016,1.799883313885648,15.0,13.0,287.31,188.62,129.3216666666667,5.15,6.29,3.75,7.53,34.01,33.58,18.0,18.0,17.0,0.0,19.0,36.86,35.28,32.43,6.0,0.0,26.0,81.31,6.0,28.0,0.0,152.94,26.0,0.0
Carvalhopolis,2017,1.439745075318656,23.0,13.0,87.25,125.19,155.69750000000002,10.48,2.76,2.04,4.5,32.72,34.81,22.0,15.0,18.0,0.0,13.0,35.59,33.68,33.17,15.0,0.0,21.0,116.0,7.0,16.0,0.0,198.5,8.0,0.0
Carvalhopolis,2018,1.560260586319218,10.0,28.0,158.56,102.12,139.60083333333333,5.55,5.26,5.57,6.31,32.1,33.0,19.0,17.0,21.0,0.0,7.0,34.84,33.53,33.19,31.0,0.0,11.0,125.62,12.0,19.0,0.0,122.88,13.0,0.0
Carvalhopolis,2019,1.560199625701809,17.0,10.0,139.0,92.69,109.61,8.63,10.34,5.85,6.11,31.9,33.16,18.0,15.0,7.0,0.0,9.0,32.64,33.06,33.31,31.0,0.0,15.0,203.62,24.0,6.0,0.0,39.41,12.0,0.0
Carvalhopolis,2020,1.679765395894428,23.0,14.0,147.94,45.88,110.44833333333334,5.69,6.95,3.06,7.74,34.87,32.62,12.0,3.0,18.0,0.0,10.0,33.85,35.67,31.06,15.0,0.0,5.0,15.94,11.0,22.0,0.0,208.75,30.0,0.0
Carvalhopolis,2021,1.14,19.0,18.0,37.56,98.31,114.73333333333332,7.16,8.3,7.85,6.1,34.57,31.69,8.0,14.0,21.0,0.0,14.0,36.41,35.86,32.58,30.0,0.0,8.0,129.56,30.0,12.0,0.0,96.56,13.0,0.0
Carvalhopolis,2022,1.44,20.0,8.0,91.0,209.81,218.93666666666664,2.5,5.55,2.4,7.67,33.04,30.99,8.0,14.0,22.0,0.0,12.0,33.08,35.72,32.07,16.0,0.0,12.0,243.0,16.0,8.0,0.0,49.44,26.0,0.0
Conceicao_das_Pedras,2012,1.199890770071,18.0,12.0,110.31,80.69,255.14083333333332,4.97,-0.7,2.37,1.09,28.11,29.37,0.0,4.0,3.0,1.0,0.0,31.8,30.81,30.63,16.0,0.0,6.0,220.25,9.0,3.0,2.0,109.62,15.0,0.0
Conceicao_das_Pedras,2013,1.800110436223081,11.0,19.0,162.88,201.44,172.1825,4.75,5.73,1.8,4.94,30.23,30.9,6.0,0.0,3.0,0.0,2.0,32.92,31.54,29.96,23.0,0.0,2.0,95.44,8.0,8.0,0.0,160.25,16.0,1.0
Conceicao_das_Pedras,2014,1.09993868792152,12.0,7.0,202.62,135.25,137.595,5.82,7.17,1.89,2.61,30.65,29.92,0.0,0.0,0.0,0.0,1.0,29.99,29.84,29.97,18.0,0.0,15.0,171.56,14.0,0.0,0.0,100.88,31.0,1.0
Conceicao_das_Pedras,2015,1.260227272727273,13.0,11.0,139.88,44.06,168.48333333333332,6.09,4.78,3.79,1.58,30.03,31.9,6.0,0.0,1.0,1.0,1.0,34.38,30.29,28.81,7.0,0.0,1.0,68.0,9.0,10.0,0.0,101.31,12.0,0.0
Conceicao_das_Pedras,2016,1.44,15.0,14.0,229.19,87.75,129.3216666666667,2.86,2.35,6.3,6.34,31.39,30.57,4.0,0.0,9.0,0.0,5.0,34.83,33.02,29.46,6.0,0.0,9.0,90.44,6.0,17.0,0.0,196.44,26.0,0.0
Conceicao_das_Pedras,2017,1.469135802469136,23.0,11.0,94.31,177.62,155.69750000000002,8.84,-1.24,-0.59,3.21,29.54,30.89,7.0,0.0,1.0,0.0,0.0,32.25,31.01,29.71,15.0,0.0,3.0,60.19,9.0,4.0,3.0,169.56,8.0,3.0
Conceicao_das_Pedras,2018,1.56,10.0,16.0,172.56,139.94,139.60083333333333,1.69,3.16,4.05,4.35,29.69,30.43,2.0,0.0,3.0,0.0,0.0,32.34,31.37,29.86,31.0,0.0,3.0,146.62,12.0,6.0,0.0,189.38,13.0,0.0
Conceicao_das_Pedras,2019,1.679708222811671,17.0,10.0,129.06,112.75,109.61,4.9,7.25,1.77,2.98,28.89,31.39,8.0,1.0,0.0,0.0,0.0,29.96,29.92,30.56,31.0,0.0,6.0,351.5,8.0,0.0,0.0,44.38,12.0,1.0
Conceicao_das_Pedras,2020,1.739921976592978,22.0,17.0,194.94,46.44,110.44833333333334,1.77,3.87,0.85,4.83,32.94,30.06,1.0,0.0,8.0,0.0,1.0,31.24,31.63,28.94,15.0,0.0,1.0,30.19,11.0,3.0,0.0,223.81,23.0,1.0
Conceicao_das_Pedras,2021,1.5,19.0,18.0,51.81,118.31,114.73333333333332,2.81,4.26,3.6,0.63,31.01,29.94,0.0,0.0,12.0,1.0,3.0,33.19,33.35,29.6,30.0,0.0,0.0,146.25,21.0,8.0,0.0,99.44,12.0,0.0
Conceicao_das_Pedras,2022,1.375,20.0,9.0,110.5,141.62,218.93666666666664,0.66,3.96,-1.48,3.47,32.11,30.19,1.0,1.0,10.0,0.0,5.0,29.45,34.03,30.68,15.0,0.0,1.0,244.06,14.0,0.0,0.0,30.44,27.0,6.0
Conceicao_do_Rio_Verde,2012,1.080046136101499,18.0,12.0,90.56,82.25,255.14083333333332,9.99,3.83,4.09,3.14,30.41,31.28,6.0,12.0,12.0,0.0,1.0,34.31,33.47,33.58,16.0,0.0,16.0,171.19,9.0,10.0,0.0,90.12,15.0,0.0
Conceicao_do_Rio_Verde,2013,1.2,11.0,19.0,102.5,170.62,172.1825,9.37,8.51,5.84,9.06,33.93,33.29,23.0,9.0,15.0,0.0,10.0,36.19,33.97,31.49,23.0,0.0,18.0,66.81,8.0,24.0,0.0,98.69,16.0,0.0
Conceicao_do_Rio_Verde,2014,0.9,12.0,7.0,116.0,105.12,137.595,7.27,11.1,6.44,7.03,33.4,32.57,12.0,13.0,7.0,0.0,11.0,32.12,33.44,31.81,17.0,0.0,23.0,129.69,14.0,10.0,0.0,87.25,16.0,0.0
Conceicao_do_Rio_Verde,2015,1.619842164599774,18.0,7.0,157.62,119.94,168.48333333333332,11.32,7.14,6.39,3.82,32.6,33.15,12.0,3.0,12.0,0.0,11.0,36.05,31.92,30.53,7.0,0.0,14.0,40.31,9.0,16.0,0.0,80.31,12.0,0.0
Conceicao_do_Rio_Verde,2016,1.619955156950673,15.0,14.0,273.06,189.62,129.3216666666667,8.93,8.53,11.22,10.62,33.73,33.11,13.0,8.0,16.0,0.0,16.0,36.49,35.91,31.88,6.0,0.0,18.0,93.25,6.0,24.0,0.0,162.81,26.0,0.0
Conceicao_do_Rio_Verde,2017,2.039655172413793,23.0,13.0,87.94,125.44,155.69750000000002,11.95,5.67,4.4,7.84,32.38,33.8,20.0,18.0,19.0,0.0,11.0,36.03,34.66,32.82,15.0,0.0,22.0,117.19,8.0,14.0,0.0,203.25,8.0,0.0
Conceicao_do_Rio_Verde,2018,1.98,10.0,28.0,177.88,96.69,139.60083333333333,5.12,6.95,6.89,8.08,32.46,33.53,18.0,22.0,22.0,0.0,8.0,34.85,33.54,32.93,31.0,0.0,12.0,132.81,12.0,17.0,0.0,135.12,13.0,0.0
Conceicao_do_Rio_Verde,2019,1.8,17.0,10.0,134.62,93.69,109.61,8.31,10.96,7.54,7.67,32.27,34.31,20.0,12.0,10.0,0.0,12.0,33.64,33.67,33.2,31.0,0.0,16.0,198.12,18.0,6.0,0.0,31.47,12.0,0.0
Conceicao_do_Rio_Verde,2020,1.8,22.0,17.0,141.44,48.56,110.44833333333334,4.02,8.62,5.57,8.41,34.73,32.63,13.0,8.0,18.0,0.0,12.0,34.27,36.09,31.36,15.0,0.0,6.0,17.69,11.0,24.0,0.0,220.5,30.0,0.0
Conceicao_do_Rio_Verde,2021,1.500115340253749,19.0,18.0,32.94,96.12,114.73333333333332,6.17,6.45,7.46,3.96,33.29,31.96,11.0,11.0,20.0,0.0,12.0,35.6,35.78,31.84,30.0,0.0,9.0,128.25,30.0,13.0,0.0,105.81,12.0,0.0
Conceicao_do_Rio_Verde,2022,1.5,20.0,8.0,92.5,225.25,218.93666666666664,3.47,7.13,2.1,4.73,32.26,30.31,2.0,14.0,18.0,0.0,8.0,31.26,36.14,31.98,16.0,0.0,9.0,246.19,16.0,4.0,0.0,44.69,26.0,0.0
Conceicao_dos_Ouros,2012,1.26,18.0,12.0,97.94,71.75,255.14083333333332,6.22,-0.11,4.29,2.54,29.68,30.48,4.0,10.0,5.0,0.0,0.0,33.24,31.33,32.78,14.0,0.0,13.0,218.38,11.0,2.0,1.0,96.31,17.0,0.0
Conceicao_dos_Ouros,2013,1.1,11.0,19.0,152.88,189.31,172.1825,6.16,7.42,3.73,4.53,32.96,32.92,18.0,9.0,10.0,0.0,6.0,34.28,33.15,31.43,14.0,0.0,15.0,95.62,8.0,18.0,0.0,143.69,15.0,0.0
